scenario,year,month,temp_mean_c,warming_delta,HDD_monthly,CDD_monthly
SSP5-8.5,2088,10,14.758,3.748,22.2,0.0
SSP5-8.5,2088,11,9.785,3.748,171.4,0.0
SSP5-8.5,2088,12,5.033,3.748,314.0,0.0
SSP5-8.5,2089,1,4.08,3.794,342.6,0.0
SSP5-8.5,2089,2,5.829,3.794,290.1,0.0
SSP5-8.5,2089,3,9.931,3.794,167.1,0.0
SSP5-8.5,2089,4,15.425,3.794,2.3,0.0
SSP5-8.5,2089,5,20.07,3.794,0.0,62.1
SSP5-8.5,2089,6,23.862,3.794,0.0,175.9
SSP5-8.5,2089,7,25.694,3.794,0.0,230.8
SSP5-8.5,2089,8,25.198,3.794,0.0,215.9
SSP5-8.5,2089,9,20.015,3.794,0.0,60.4
SSP5-8.5,2089,10,14.804,3.794,20.9,0.0
SSP5-8.5,2089,11,9.831,3.794,170.1,0.0
SSP5-8.5,2089,12,5.079,3.794,312.6,0.0
SSP5-8.5,2090,1,4.126,3.84,341.2,0.0
SSP5-8.5,2090,2,5.875,3.84,288.8,0.0
SSP5-8.5,2090,3,9.977,3.84,165.7,0.0
SSP5-8.5,2090,4,15.471,3.84,0.9,0.0
SSP5-8.5,2090,5,20.116,3.84,0.0,63.5
SSP5-8.5,2090,6,23.908,3.84,0.0,177.2
SSP5-8.5,2090,7,25.74,3.84,0.0,232.2
SSP5-8.5,2090,8,25.244,3.84,0.0,217.3
SSP5-8.5,2090,9,20.061,3.84,0.0,61.8
SSP5-8.5,2090,10,14.85,3.84,19.5,0.0
SSP5-8.5,2090,11,9.877,3.84,168.7,0.0
SSP5-8.5,2090,12,5.125,3.84,311.2,0.0
SSP5-8.5,2091,1,4.172,3.886,339.8,0.0
SSP5-8.5,2091,2,5.921,3.886,287.4,0.0
SSP5-8.5,2091,3,10.023,3.886,164.3,0.0
SSP5-8.5,2091,4,15.517,3.886,0.0,0.0
SSP5-8.5,2091,5,20.162,3.886,0.0,64.8
SSP5-8.5,2091,6,23.954,3.886,0.0,178.6
SSP5-8.5,2091,7,25.786,3.886,0.0,233.6
SSP5-8.5,2091,8,25.29,3.886,0.0,218.7
SSP5-8.5,2091,9,20.107,3.886,0.0,63.2
SSP5-8.5,2091,10,14.896,3.886,18.1,0.0
SSP5-8.5,2091,11,9.923,3.886,167.3,0.0
SSP5-8.5,2091,12,5.171,3.886,309.9,0.0
SSP5-8.5,2092,1,4.218,3.932,338.5,0.0
SSP5-8.5,2092,2,5.967,3.932,286.0,0.0
SSP5-8.5,2092,3,10.069,3.932,162.9,0.0
SSP5-8.5,2092,4,15.563,3.932,0.0,0.0
SSP5-8.5,2092,5,20.208,3.932,0.0,66.2
SSP5-8.5,2092,6,24.0,3.932,0.0,180.0
SSP5-8.5,2092,7,25.832,3.932,0.0,235.0
SSP5-8.5,2092,8,25.336,3.932,0.0,220.1
SSP5-8.5,2092,9,20.153,3.932,0.0,64.6
SSP5-8.5,2092,10,14.942,3.932,16.7,0.0
SSP5-8.5,2092,11,9.969,3.932,165.9,0.0
SSP5-8.5,2092,12,5.217,3.932,308.5,0.0
SSP5-8.5,2093,1,4.264,3.978,337.1,0.0
SSP5-8.5,2093,2,6.013,3.978,284.6,0.0
SSP5-8.5,2093,3,10.115,3.978,161.6,0.0
SSP5-8.5,2093,4,15.609,3.978,0.0,0.0
SSP5-8.5,2093,5,20.254,3.978,0.0,67.6
SSP5-8.5,2093,6,24.046,3.978,0.0,181.4
SSP5-8.5,2093,7,25.878,3.978,0.0,236.3
SSP5-8.5,2093,8,25.382,3.978,0.0,221.5
SSP5-8.5,2093,9,20.199,3.978,0.0,66.0
SSP5-8.5,2093,10,14.988,3.978,15.3,0.0
SSP5-8.5,2093,11,10.015,3.978,164.5,0.0
SSP5-8.5,2093,12,5.263,3.978,307.1,0.0
SSP5-8.5,2094,1,4.31,4.024,335.7,0.0
SSP5-8.5,2094,2,6.059,4.024,283.2,0.0
SSP5-8.5,2094,3,10.161,4.024,160.2,0.0
SSP5-8.5,2094,4,15.655,4.024,0.0,0.0
SSP5-8.5,2094,5,20.3,4.024,0.0,69.0
SSP5-8.5,2094,6,24.092,4.024,0.0,182.8
SSP5-8.5,2094,7,25.924,4.024,0.0,237.7
SSP5-8.5,2094,8,25.428,4.024,0.0,222.8
SSP5-8.5,2094,9,20.245,4.024,0.0,67.3
SSP5-8.5,2094,10,15.034,4.024,14.0,0.0
SSP5-8.5,2094,11,10.061,4.024,163.2,0.0
SSP5-8.5,2094,12,5.309,4.024,305.7,0.0
SSP5-8.5,2095,1,4.356,4.07,334.3,0.0
SSP5-8.5,2095,2,6.105,4.07,281.9,0.0
SSP5-8.5,2095,3,10.207,4.07,158.8,0.0
SSP5-8.5,2095,4,15.701,4.07,0.0,0.0
SSP5-8.5,2095,5,20.346,4.07,0.0,70.4
SSP5-8.5,2095,6,24.138,4.07,0.0,184.1
SSP5-8.5,2095,7,25.97,4.07,0.0,239.1
SSP5-8.5,2095,8,25.474,4.07,0.0,224.2
SSP5-8.5,2095,9,20.291,4.07,0.0,68.7
SSP5-8.5,2095,10,15.08,4.07,12.6,0.0
SSP5-8.5,2095,11,10.107,4.07,161.8,0.0
SSP5-8.5,2095,12,5.355,4.07,304.3,0.0
SSP5-8.5,2096,1,4.402,4.116,332.9,0.0
SSP5-8.5,2096,2,6.151,4.116,280.5,0.0
SSP5-8.5,2096,3,10.253,4.116,157.4,0.0
SSP5-8.5,2096,4,15.747,4.116,0.0,0.0
SSP5-8.5,2096,5,20.392,4.116,0.0,71.7
SSP5-8.5,2096,6,24.184,4.116,0.0,185.5
SSP5-8.5,2096,7,26.016,4.116,0.0,240.5
SSP5-8.5,2096,8,25.52,4.116,0.0,225.6
SSP5-8.5,2096,9,20.337,4.116,0.0,70.1
SSP5-8.5,2096,10,15.126,4.116,11.2,0.0
SSP5-8.5,2096,11,10.153,4.116,160.4,0.0
SSP5-8.5,2096,12,5.401,4.116,303.0,0.0
SSP5-8.5,2097,1,4.448,4.162,331.6,0.0
SSP5-8.5,2097,2,6.197,4.162,279.1,0.0
SSP5-8.5,2097,3,10.299,4.162,156.0,0.0
SSP5-8.5,2097,4,15.793,4.162,0.0,0.0
SSP5-8.5,2097,5,20.438,4.162,0.0,73.1
SSP5-8.5,2097,6,24.23,4.162,0.0,186.9
SSP5-8.5,2097,7,26.062,4.162,0.0,241.9
SSP5-8.5,2097,8,25.566,4.162,0.0,227.0
SSP5-8.5,2097,9,20.383,4.162,0.0,71.5
SSP5-8.5,2097,10,15.172,4.162,9.8,0.0
SSP5-8.5,2097,11,10.199,4.162,159.0,0.0
SSP5-8.5,2097,12,5.447,4.162,301.6,0.0
SSP5-8.5,2098,1,4.494,4.208,330.2,0.0
SSP5-8.5,2098,2,6.243,4.208,277.7,0.0
SSP5-8.5,2098,3,10.345,4.208,154.7,0.0
SSP5-8.5,2098,4,15.839,4.208,0.0,0.0
SSP5-8.5,2098,5,20.484,4.208,0.0,74.5
SSP5-8.5,2098,6,24.276,4.208,0.0,188.3
SSP5-8.5,2098,7,26.108,4.208,0.0,243.2
SSP5-8.5,2098,8,25.612,4.208,0.0,228.4
SSP5-8.5,2098,9,20.429,4.208,0.0,72.9
SSP5-8.5,2098,10,15.218,4.208,8.4,0.0
SSP5-8.5,2098,11,10.245,4.208,157.6,0.0
SSP5-8.5,2098,12,5.493,4.208,300.2,0.0
SSP5-8.5,2099,1,4.54,4.254,328.8,0.0
SSP5-8.5,2099,2,6.289,4.254,276.3,0.0
SSP5-8.5,2099,3,10.391,4.254,153.3,0.0
SSP5-8.5,2099,4,15.885,4.254,0.0,0.0
SSP5-8.5,2099,5,20.53,4.254,0.0,75.9
SSP5-8.5,2099,6,24.322,4.254,0.0,189.7
SSP5-8.5,2099,7,26.154,4.254,0.0,244.6
SSP5-8.5,2099,8,25.658,4.254,0.0,229.7
SSP5-8.5,2099,9,20.475,4.254,0.0,74.2
SSP5-8.5,2099,10,15.264,4.254,7.1,0.0
SSP5-8.5,2099,11,10.291,4.254,156.3,0.0
SSP5-8.5,2099,12,5.539,4.254,298.8,0.0
SSP5-8.5,2100,1,4.586,4.3,327.4,0.0
SSP5-8.5,2100,2,6.335,4.3,275.0,0.0
SSP5-8.5,2100,3,10.437,4.3,151.9,0.0
SSP5-8.5,2100,4,15.931,4.3,0.0,0.0
SSP5-8.5,2100,5,20.576,4.3,0.0,77.3
SSP5-8.5,2100,6,24.368,4.3,0.0,191.0
SSP5-8.5,2100,7,26.2,4.3,0.0,246.0
SSP5-8.5,2100,8,25.704,4.3,0.0,231.1
SSP5-8.5,2100,9,20.521,4.3,0.0,75.6
SSP5-8.5,2100,10,15.31,4.3,5.7,0.0
SSP5-8.5,2100,11,10.337,4.3,154.9,0.0
SSP5-8.5,2100,12,5.585,4.3,297.4,0.0
