PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
190.0,12181,-52.3,-81.3,2,0.00,290,18.0,354.9,354.9,354.9
187.0,12283,-52.7,-81.7,2,0.00,285,18.0,355.9,355.9,355.9
181.0,12494,-49.5,-81.5,1,0.00,275,18.0,364.5,364.5,364.5
167.0,13015,-50.8,-82.4,1,0.00,285,18.0,370.8,370.8,370.8
160.0,13292,-51.5,-82.8,1,0.00,290,11.0,374.2,374.2,374.2
156.0,13456,-51.9,-83.1,1,0.00,270,9.0,376.2,376.3,376.2
152.0,13624,-52.3,-83.4,1,0.00,255,10.0,378.3,378.4,378.3
150.0,13710,-52.5,-83.5,1,0.00,255,11.0,379.4,379.4,379.4
147.0,13840,-52.9,-83.9,1,0.00,270,11.0,380.9,380.9,380.9
143.0,14018,-53.5,-84.5,1,0.00,261,11.7,382.9,382.9,382.9
136.0,14343,-52.7,-84.5,1,0.00,245,13.0,389.9,389.9,389.9
127.0,14786,-51.5,-84.5,1,0.00,272,13.9,399.7,399.7,399.7
126.0,14837,-51.7,-84.6,1,0.00,275,14.0,400.3,400.3,400.3
117.0,15312,-53.4,-85.0,1,0.00,280,13.0,405.6,405.6,405.6
109.0,15767,-55.1,-85.5,1,0.00,255,15.0,410.8,410.8,410.8
104.0,16068,-56.2,-85.8,1,0.00,265,18.0,414.2,414.3,414.2
100.0,16320,-57.1,-86.1,2,0.00,275,14.0,417.1,417.1,417.1
99.9,16326,-57.1,-86.1,2,0.00,275,14.0,417.2,417.3,417.2
96.0,16580,-56.5,-86.0,1,0.00,285,12.0,423.2,423.2,423.2
93.0,16783,-56.1,-85.9,1,0.00,255,10.0,427.9,427.9,427.9
90.0,16992,-55.6,-85.8,1,0.00,255,10.0,432.9,432.9,432.9
86.0,17282,-54.9,-85.6,1,0.00,290,11.0,439.9,439.9,439.9
80.0,17744,-53.9,-85.4,1,0.00,275,13.0,451.2,451.3,451.2
76.9,17996,-53.3,-85.3,1,0.00,285,12.0,457.5,457.6,457.5
74.0,18241,-53.6,-85.4,1,0.00,295,11.0,461.9,461.9,461.9
69.0,18688,-54.3,-85.7,1,0.00,285,8.0,469.9,469.9,469.9
65.0,19069,-54.8,-85.9,1,0.00,300,8.0,476.8,476.8,476.8
63.0,19269,-55.1,-86.0,1,0.00,280,5.0,480.5,480.5,480.5
60.0,19580,-55.5,-86.2,1,0.00,270,7.0,486.2,486.3,486.2
56.0,20021,-56.1,-86.5,1,0.00,300,9.0,494.5,494.5,494.5
53.0,20372,-56.6,-86.7,1,0.00,305,9.0,501.2,501.2,501.2
52.5,20433,-56.7,-86.7,1,0.00,299,9.7,502.4,502.4,502.4
51.0,20618,-55.9,-86.5,1,0.00,280,12.0,508.4,508.4,508.4
