PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
305.0,8923,-50.9,-54.6,65,0.08,215,23.3,312.0,312.3,312.0
300.0,9030,-51.7,-55.2,66,0.07,210,23.0,312.4,312.7,312.4
297.0,9095,-52.2,-55.4,69,0.07,210,23.0,312.5,312.8,312.5
285.0,9361,-54.5,-56.0,84,0.07,206,24.8,313.0,313.2,313.0
265.0,9823,-57.9,-63.9,47,0.03,200,28.0,314.6,314.7,314.6
260.0,9943,-58.7,-62.6,61,0.03,205,28.0,315.1,315.3,315.1
258.0,9991,-58.7,-61.2,73,0.04,206,27.2,315.8,316.0,315.8
252.0,10140,-56.9,-68.9,21,0.01,209,24.8,320.6,320.7,320.6
250.0,10190,-56.7,-71.7,14,0.01,210,24.0,321.6,321.7,321.6
230.0,10727,-53.1,-75.4,5,0.01,230,15.0,334.9,334.9,334.9
209.0,11343,-48.9,-79.7,2,0.00,225,15.0,350.7,350.7,350.7
206.0,11436,-48.3,-80.3,1,0.00,227,15.3,353.1,353.1,353.1
200.0,11630,-48.7,-80.7,1,0.00,230,16.0,355.5,355.5,355.5
189.0,12002,-48.8,-81.2,1,0.00,250,14.0,361.1,361.1,361.1
180.0,12322,-48.9,-81.7,1,0.00,230,10.0,366.0,366.0,366.0
150.0,13520,-49.3,-83.3,1,0.00,240,15.0,384.9,384.9,384.9
148.0,13608,-49.7,-82.7,1,0.00,235,14.7,385.7,385.7,385.7
144.0,13789,-49.3,-82.6,1,0.00,225,14.0,389.4,389.4,389.4
137.0,14119,-48.6,-82.5,1,0.00,250,17.0,396.2,396.3,396.3
129.0,14516,-47.7,-82.4,1,0.00,235,14.0,404.7,404.7,404.7
123.0,14831,-47.1,-82.3,1,0.00,240,19.0,411.4,411.5,411.4
115.0,15275,-46.1,-82.1,1,0.00,236,14.2,421.2,421.2,421.2
104.0,15941,-48.4,-83.0,1,0.00,230,7.0,429.1,429.1,429.1
100.0,16200,-49.3,-83.3,1,0.00,210,9.0,432.2,432.2,432.2
95.0,16536,-49.0,-83.4,1,0.00,210,15.0,439.2,439.2,439.2
89.0,16964,-48.5,-83.5,1,0.00,255,16.0,448.3,448.4,448.3
88.4,17008,-48.5,-83.5,1,0.00,258,15.7,449.3,449.3,449.3
87.0,17112,-48.7,-83.6,1,0.00,265,15.0,450.9,450.9,450.9
84.0,17341,-49.2,-83.8,1,0.00,255,14.0,454.5,454.5,454.5
80.0,17659,-49.9,-84.0,1,0.00,280,11.0,459.5,459.5,459.5
78.0,17824,-50.2,-84.1,1,0.00,270,9.0,462.1,462.1,462.1
76.0,17994,-50.6,-84.3,1,0.00,240,7.0,464.8,464.8,464.8
70.0,18530,-51.7,-84.7,1,0.00,255,12.0,473.4,473.5,473.4
69.6,18567,-51.7,-84.7,1,0.00,260,10.8,474.2,474.2,474.2
68.0,18718,-50.7,-84.5,1,0.01,280,6.0,479.5,479.5,479.5
66.0,18913,-49.4,-84.2,1,0.01,230,2.0,486.4,486.4,486.4
65.5,18962,-49.1,-84.1,1,0.01,205,3.5,488.2,488.2,488.2
65.0,19012,-49.3,-84.2,1,0.01,180,5.0,488.7,488.8,488.7
59.0,19637,-52.3,-85.3,1,0.01,205,18.0,495.8,495.8,495.8
53.1,20317,-55.5,-86.5,1,0.00,250,13.0,503.5,503.6,503.5
52.0,20450,-55.4,-86.7,1,0.00,260,8.0,506.9,506.9,506.9
51.0,20574,-55.2,-86.9,1,0.00,260,5.0,510.0,510.0,510.0
50.0,20700,-55.1,-87.1,1,0.00,200,5.0,513.2,513.2,513.2
