PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
195.0,11974,-49.8,-81.2,1,0.00,265,21.0,356.3,356.3,356.3
194.0,12008,-49.3,-81.3,1,0.00,265,20.8,357.6,357.7,357.6
183.0,12387,-52.1,-82.1,2,0.00,261,19.1,359.1,359.1,359.1
158.0,13341,-49.9,-82.9,1,0.00,253,14.6,378.2,378.2,378.2
150.0,13680,-49.9,-82.9,1,0.00,250,13.0,383.9,383.9,383.9
146.0,13855,-50.4,-83.2,1,0.00,255,11.0,386.0,386.1,386.0
132.0,14509,-52.1,-84.2,1,0.00,250,16.0,394.2,394.2,394.2
122.0,15020,-53.5,-85.0,1,0.00,270,19.0,400.6,400.6,400.6
114.0,15459,-54.7,-85.7,1,0.00,266,15.0,406.3,406.3,406.3
112.0,15573,-54.7,-85.7,1,0.00,265,14.0,408.4,408.4,408.4
109.0,15747,-54.6,-85.6,1,0.00,250,10.0,411.6,411.6,411.6
100.0,16300,-54.5,-85.5,1,0.00,265,16.0,422.1,422.2,422.1
96.0,16561,-54.3,-85.5,1,0.00,265,17.0,427.4,427.4,427.4
88.0,17117,-54.0,-85.4,1,0.00,295,10.0,438.9,438.9,438.9
86.0,17264,-53.9,-85.3,1,0.00,275,7.0,441.9,442.0,441.9
84.0,17415,-53.8,-85.3,1,0.00,250,9.0,445.1,445.1,445.1
82.0,17569,-53.7,-85.3,1,0.00,265,10.0,448.4,448.4,448.4
78.0,17888,-53.5,-85.2,1,0.00,255,13.0,455.2,455.3,455.2
77.0,17971,-53.5,-85.2,1,0.00,265,15.0,457.0,457.0,457.0
74.0,18225,-53.3,-85.2,1,0.00,295,10.0,462.6,462.6,462.6
72.0,18400,-53.2,-85.1,1,0.00,295,6.0,466.4,466.5,466.4
71.0,18489,-53.2,-85.1,1,0.00,280,5.0,468.4,468.4,468.4
70.0,18580,-53.1,-85.1,1,0.00,260,7.0,470.4,470.5,470.4
69.9,18589,-53.1,-85.1,1,0.00,260,7.1,470.6,470.7,470.6
64.0,19155,-53.5,-85.5,1,0.00,250,11.0,481.7,481.7,481.7
62.0,19359,-53.7,-85.7,1,0.00,260,14.0,485.8,485.8,485.8
57.0,19899,-54.1,-86.1,1,0.00,285,8.0,496.7,496.7,496.7
54.0,20246,-54.3,-86.3,1,0.00,250,10.0,503.8,503.8,503.8
50.0,20740,-54.7,-86.7,1,0.00,275,13.0,514.1,514.2,514.1
