PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
230.0,10972,-61.1,-65.3,58,0.03,225,23.0,322.7,322.9,322.7
227.0,11054,-61.7,-66.0,57,0.02,230,22.0,323.0,323.1,323.0
217.0,11335,-59.7,-74.7,13,0.01,246,18.7,330.3,330.3,330.3
209.0,11572,-57.8,-77.8,6,0.00,260,16.0,336.9,336.9,336.9
200.0,11850,-55.5,-81.5,3,0.00,250,13.0,344.7,344.7,344.7
199.0,11882,-55.4,-81.6,3,0.00,250,13.0,345.4,345.4,345.4
191.0,12145,-54.6,-82.0,2,0.00,250,14.0,350.8,350.8,350.8
181.0,12490,-53.5,-82.6,2,0.00,255,18.0,358.0,358.0,358.0
176.0,12670,-52.9,-82.9,2,0.00,270,14.0,361.8,361.8,361.8
157.0,13406,-53.3,-84.0,1,0.00,260,14.0,373.1,373.1,373.1
150.0,13700,-53.5,-84.5,1,0.00,265,13.0,377.7,377.7,377.7
141.0,14097,-53.8,-84.8,1,0.00,285,11.0,383.8,383.9,383.8
133.0,14471,-54.2,-85.2,1,0.00,280,11.0,389.7,389.7,389.7
127.0,14767,-54.4,-85.4,1,0.00,250,9.0,394.5,394.5,394.5
123.0,14973,-54.6,-85.6,1,0.00,250,11.0,397.8,397.8,397.8
114.0,15460,-55.0,-86.0,1,0.00,290,11.0,405.7,405.7,405.7
111.0,15631,-55.1,-86.1,1,0.00,275,8.0,408.6,408.6,408.6
109.0,15747,-55.2,-86.2,1,0.00,260,11.0,410.5,410.5,410.5
105.0,15987,-55.4,-86.4,1,0.00,270,10.0,414.5,414.5,414.5
100.0,16300,-55.7,-86.7,1,0.00,260,13.0,419.8,419.8,419.8
94.0,16695,-55.0,-86.3,1,0.00,285,7.0,428.8,428.8,428.8
90.0,16972,-54.5,-85.9,1,0.00,265,8.0,435.1,435.2,435.1
80.2,17708,-53.1,-85.1,1,0.00,255,11.9,452.5,452.5,452.5
80.0,17724,-53.1,-85.1,1,0.00,255,12.0,452.8,452.8,452.8
76.0,18053,-53.3,-85.3,1,0.00,280,11.0,459.2,459.2,459.2
70.0,18580,-53.5,-85.5,1,0.00,285,8.0,469.6,469.6,469.6
69.0,18672,-53.6,-85.5,1,0.00,285,8.0,471.3,471.4,471.3
68.0,18765,-53.7,-85.6,1,0.00,255,7.0,473.1,473.2,473.1
64.0,19153,-54.0,-85.7,1,0.00,275,10.0,480.7,480.7,480.7
62.0,19355,-54.1,-85.8,1,0.00,320,6.0,484.7,484.7,484.7
61.0,19459,-54.2,-85.8,1,0.00,325,5.0,486.8,486.8,486.8
60.0,19565,-54.3,-85.9,1,0.00,275,5.0,488.9,488.9,488.9
58.0,19782,-54.5,-85.9,1,0.00,270,7.0,493.2,493.3,493.2
57.0,19893,-54.6,-86.0,1,0.00,280,7.0,495.5,495.5,495.5
55.0,20121,-54.8,-86.1,1,0.00,295,5.0,500.1,500.2,500.1
54.0,20238,-54.9,-86.1,1,0.00,0,0.0,502.5,502.6,502.5
51.0,20603,-55.2,-86.3,1,0.01,260,5.0,510.1,510.1,510.1
50.0,20730,-55.3,-86.3,1,0.01,265,5.0,512.7,512.8,512.7
