PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
97.0,16435,-54.0,-83.1,2,0.00,275,7.0,426.8,426.8,426.8
94.0,16636,-54.1,-83.3,2,0.00,245,5.0,430.4,430.5,430.4
93.0,16704,-54.1,-83.3,2,0.00,220,5.0,431.7,431.7,431.7
90.0,16914,-54.3,-83.5,2,0.00,250,7.0,435.5,435.6,435.5
87.0,17130,-54.4,-83.8,2,0.00,220,6.0,439.5,439.6,439.5
83.0,17431,-54.5,-84.0,2,0.00,235,12.0,445.2,445.2,445.2
79.0,17747,-54.7,-84.4,2,0.00,245,9.0,451.2,451.2,451.2
77.0,17911,-54.8,-84.5,2,0.00,230,8.0,454.3,454.3,454.3
74.0,18165,-54.9,-84.8,2,0.00,245,9.0,459.2,459.2,459.2
71.0,18429,-55.1,-85.0,1,0.00,230,3.0,464.4,464.4,464.4
70.0,18520,-55.1,-85.1,1,0.00,205,5.0,466.2,466.2,466.2
66.0,18896,-55.5,-85.2,1,0.00,240,12.0,473.2,473.2,473.2
65.0,18993,-55.6,-85.2,2,0.00,255,10.0,475.0,475.1,475.0
63.0,19193,-55.8,-85.3,2,0.00,260,10.0,478.8,478.9,478.8
58.0,19721,-56.4,-85.5,2,0.01,225,8.0,489.0,489.1,489.0
56.8,19854,-56.5,-85.5,2,0.01,240,8.0,491.7,491.7,491.7
56.0,19945,-56.2,-85.5,2,0.01,250,8.0,494.3,494.3,494.3
54.0,20178,-55.5,-85.3,1,0.01,235,8.0,501.0,501.0,501.0
50.0,20670,-54.1,-85.1,1,0.01,230,11.0,515.5,515.6,515.5
