PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
500.0,5660,-17.3,-41.3,11,0.21,320,7.0,311.9,312.7,311.9
452.0,6411,-23.3,-46.3,10,0.13,320,8.7,313.5,314.0,313.5
443.0,6558,-24.3,-47.4,10,0.12,320,9.0,314.1,314.6,314.1
435.0,6690,-25.1,-48.4,10,0.11,330,10.0,314.6,315.1,314.6
422.0,6911,-26.6,-50.1,9,0.09,310,8.0,315.5,315.9,315.5
410.0,7120,-27.9,-51.7,9,0.08,290,11.0,316.4,316.7,316.4
400.0,7300,-29.1,-53.1,8,0.07,300,11.0,317.1,317.4,317.1
365.0,7946,-33.6,-58.4,7,0.04,320,16.0,319.5,319.7,319.6
358.0,8083,-34.5,-59.5,6,0.04,318,17.0,320.1,320.2,320.1
320.0,8849,-40.8,-61.4,9,0.03,305,23.0,321.7,321.8,321.7
300.0,9290,-44.5,-62.5,12,0.03,305,20.0,322.5,322.7,322.5
273.0,9906,-49.7,-64.6,16,0.02,290,18.0,323.8,323.9,323.8
259.0,10249,-52.6,-65.7,19,0.02,285,20.0,324.5,324.6,324.5
250.0,10480,-54.5,-66.5,22,0.02,295,21.0,324.9,325.0,324.9
249.0,10505,-54.7,-66.5,22,0.02,295,22.0,325.0,325.0,325.0
225.0,11146,-60.3,-67.5,39,0.02,285,26.0,326.0,326.1,326.0
224.0,11175,-60.5,-67.5,40,0.02,285,25.8,326.1,326.2,326.1
221.0,11259,-60.7,-68.7,35,0.02,285,25.0,327.0,327.1,327.0
203.0,11787,-61.2,-73.5,19,0.01,325,13.0,334.2,334.3,334.3
200.0,11880,-61.3,-74.3,17,0.01,320,11.0,335.5,335.6,335.5
198.0,11942,-61.4,-74.8,16,0.01,305,10.0,336.4,336.4,336.4
191.0,12164,-61.7,-76.7,12,0.01,266,14.4,339.3,339.4,339.3
190.0,12197,-61.3,-77.0,11,0.01,260,15.0,340.5,340.5,340.5
184.0,12399,-58.9,-78.8,6,0.00,260,20.0,347.4,347.5,347.4
170.0,12897,-53.1,-83.1,2,0.00,275,17.0,365.1,365.1,365.1
161.0,13246,-53.2,-83.6,1,0.00,285,15.0,370.7,370.7,370.7
150.0,13700,-53.3,-84.3,1,0.00,275,11.0,378.0,378.0,378.0
149.0,13743,-53.3,-84.3,1,0.00,275,11.0,378.7,378.8,378.8
141.0,14098,-53.3,-84.5,1,0.00,270,16.0,384.7,384.7,384.7
126.0,14822,-53.4,-84.8,1,0.00,240,7.0,397.2,397.2,397.2
113.0,15523,-53.4,-85.1,1,0.00,275,6.0,409.6,409.7,409.6
108.0,15815,-53.5,-85.3,1,0.00,235,12.0,414.9,414.9,414.9
100.0,16310,-53.5,-85.5,1,0.00,265,17.0,424.1,424.1,424.1
97.0,16505,-54.6,-85.8,1,0.00,270,12.0,425.7,425.7,425.7
93.0,16775,-56.1,-86.2,1,0.00,255,10.0,427.9,427.9,427.9
92.4,16817,-56.3,-86.3,1,0.00,258,10.0,428.2,428.3,428.2
89.0,17056,-56.1,-86.3,1,0.00,275,10.0,433.2,433.2,433.2
84.0,17425,-55.9,-86.2,1,0.00,260,6.0,440.9,440.9,440.9
81.0,17658,-55.7,-86.2,1,0.00,250,11.0,445.8,445.8,445.8
78.0,17899,-55.6,-86.2,1,0.00,275,13.0,451.0,451.0,451.0
76.0,18065,-55.5,-86.2,1,0.00,290,11.0,454.6,454.6,454.6
74.0,18235,-55.3,-86.1,1,0.00,270,10.0,458.3,458.3,458.3
72.0,18410,-55.2,-86.1,1,0.00,270,11.0,462.2,462.2,462.2
70.0,18590,-55.1,-86.1,1,0.00,290,10.0,466.2,466.2,466.2
69.0,18682,-54.9,-86.0,1,0.00,290,10.0,468.5,468.5,468.5
67.0,18871,-54.5,-85.9,1,0.00,270,9.0,473.3,473.3,473.3
62.0,19367,-53.5,-85.5,1,0.00,265,9.0,486.1,486.1,486.1
61.9,19378,-53.5,-85.5,1,0.00,266,9.0,486.4,486.4,486.4
57.0,19904,-54.9,-85.8,1,0.00,315,7.0,494.8,494.9,494.8
55.0,20133,-55.5,-86.0,1,0.01,265,6.0,498.5,498.6,498.5
53.0,20369,-56.1,-86.1,1,0.01,281,6.0,502.4,502.4,502.4
50.0,20740,-55.5,-85.5,1,0.01,305,6.0,512.2,512.3,512.3
