PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
89.0,16935,-58.5,-87.5,1,0.00,260,5.0,428.5,428.5,428.5
84.0,17300,-58.1,-87.3,1,0.00,265,5.0,436.5,436.5,436.5
80.0,17608,-57.7,-87.1,1,0.00,245,8.0,443.4,443.4,443.4
76.0,17931,-57.3,-87.0,1,0.00,290,8.0,450.7,450.7,450.7
70.0,18450,-56.7,-86.7,1,0.00,275,5.0,462.7,462.8,462.7
64.1,19010,-55.3,-86.3,1,0.00,239,2.9,477.6,477.6,477.6
59.0,19538,-56.0,-86.6,1,0.00,205,1.0,487.5,487.6,487.5
57.0,19757,-56.2,-86.7,1,0.00,170,5.0,491.7,491.8,491.7
56.0,19869,-56.4,-86.7,1,0.00,180,6.0,493.9,493.9,493.9
54.0,20101,-56.7,-86.8,1,0.00,225,7.0,498.4,498.4,498.4
53.0,20220,-56.8,-86.9,1,0.00,220,8.0,500.7,500.7,500.7
52.6,20268,-56.9,-86.9,1,0.00,225,7.4,501.6,501.7,501.6
51.0,20464,-56.0,-86.7,1,0.00,245,5.0,508.1,508.1,508.1
50.0,20590,-55.5,-86.5,1,0.01,215,1.0,512.2,512.3,512.3
