PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
382.0,7624,-33.3,-42.3,40,0.24,220,8.0,315.8,316.7,315.9
372.0,7809,-34.9,-37.3,79,0.42,235,9.7,316.0,317.6,316.1
368.0,7884,-35.3,-36.1,92,0.48,241,10.5,316.5,318.2,316.6
365.0,7941,-35.7,-36.9,89,0.44,245,11.0,316.7,318.4,316.8
360.0,8036,-36.3,-38.2,83,0.39,247,11.8,317.1,318.6,317.2
352.0,8191,-37.3,-45.3,43,0.19,249,13.0,317.8,318.6,317.9
341.0,8408,-39.3,-45.3,53,0.20,253,14.7,318.0,318.8,318.0
334.0,8550,-40.1,-51.1,30,0.11,255,15.8,318.8,319.2,318.8
326.0,8714,-41.5,-50.5,37,0.12,258,17.2,319.1,319.5,319.1
323.0,8776,-41.7,-60.7,11,0.03,259,17.7,319.7,319.8,319.7
321.0,8818,-42.1,-60.1,13,0.04,260,18.0,319.7,319.9,319.7
300.0,9270,-46.1,-53.1,45,0.09,250,20.0,320.3,320.6,320.3
296.0,9360,-46.9,-52.9,51,0.10,249,19.9,320.4,320.8,320.4
266.0,10061,-53.1,-59.1,48,0.05,240,19.0,321.2,321.5,321.3
259.0,10233,-54.3,-65.3,25,0.02,244,19.0,321.9,322.0,321.9
251.0,10435,-56.1,-64.1,36,0.03,249,19.0,322.2,322.3,322.2
250.0,10460,-56.3,-64.3,36,0.03,250,19.0,322.2,322.4,322.2
230.0,10982,-60.3,-64.9,55,0.03,250,22.4,323.9,324.0,323.9
200.0,11840,-65.1,-70.1,51,0.02,250,28.0,329.5,329.6,329.5
198.0,11901,-65.5,-71.5,44,0.01,250,30.0,329.8,329.9,329.8
196.0,11963,-64.9,-71.8,39,0.01,250,30.0,331.7,331.7,331.7
191.0,12121,-63.5,-72.5,29,0.01,254,22.8,336.4,336.5,336.4
185.0,12320,-58.1,-80.1,5,0.00,258,14.0,348.3,348.3,348.3
183.0,12389,-58.5,-80.1,5,0.00,260,11.0,348.8,348.8,348.8
175.0,12669,-59.9,-79.9,6,0.00,240,10.0,350.9,350.9,350.9
164.0,13078,-58.6,-82.0,4,0.00,215,13.0,359.6,359.6,359.6
158.0,13313,-57.9,-83.2,3,0.00,235,15.0,364.6,364.7,364.7
153.0,13515,-57.3,-84.3,2,0.00,250,14.0,369.1,369.1,369.1
150.0,13640,-56.9,-84.9,2,0.00,250,14.0,371.8,371.9,371.8
141.0,14032,-56.4,-84.9,2,0.00,265,10.0,379.3,379.3,379.3
136.0,14261,-56.2,-84.9,2,0.00,240,9.0,383.7,383.7,383.7
131.0,14499,-55.9,-84.9,2,0.00,260,10.0,388.3,388.3,388.3
123.0,14898,-55.5,-84.9,2,0.00,245,7.0,396.2,396.2,396.2
120.0,15055,-55.3,-84.9,2,0.00,220,8.0,399.3,399.3,399.3
114.0,15380,-54.9,-84.9,1,0.00,224,6.3,405.9,405.9,405.9
113.0,15436,-55.0,-85.0,1,0.00,225,6.0,406.6,406.7,406.6
105.0,15901,-56.3,-85.7,2,0.00,250,6.0,412.9,412.9,412.9
100.0,16210,-57.1,-86.1,2,0.00,240,7.0,417.1,417.1,417.1
95.0,16535,-57.2,-86.2,2,0.00,235,11.0,423.0,423.1,423.0
88.0,17020,-57.4,-86.4,2,0.00,260,6.0,432.0,432.0,432.0
83.0,17391,-57.5,-86.5,2,0.00,225,5.0,439.0,439.0,439.0
81.0,17545,-57.6,-86.6,2,0.00,250,7.0,442.0,442.0,442.0
77.0,17866,-57.7,-86.7,2,0.00,195,6.0,448.2,448.2,448.2
71.7,18318,-57.9,-86.9,2,0.00,236,6.7,457.0,457.0,457.0
70.0,18470,-57.3,-87.3,1,0.00,250,7.0,461.4,461.5,461.5
68.0,18654,-57.0,-87.1,1,0.00,225,5.0,465.8,465.9,465.8
65.0,18941,-56.6,-86.9,1,0.00,270,6.0,472.8,472.8,472.8
63.0,19140,-56.4,-86.7,1,0.00,250,5.0,477.6,477.6,477.6
60.0,19450,-55.9,-86.4,1,0.00,275,5.0,485.3,485.3,485.3
56.0,19889,-55.3,-86.0,1,0.00,225,5.0,496.4,496.4,496.4
53.0,20239,-54.8,-85.6,1,0.01,160,5.0,505.4,505.4,505.4
50.0,20610,-54.3,-85.3,1,0.01,215,7.0,515.1,515.1,515.1
